,Chr,Start,Stop,Samples,Sample_indices,Strand,Listing,Listing_subject,High,Low,UniqueIdentifier,pt87_lo_TPM,pt87_lo_Reads,pt214_hi_TPM,pt214_hi_Reads,pt214_lo_TPM,pt214_lo_Reads,pt221_lo_TPM,pt221_lo_Reads,pt226_lo_TPM,pt226_lo_Reads,pt221_hi_TPM,pt221_hi_Reads,pt226_hi_TPM,pt226_hi_Reads,pt212_lo_TPM,pt212_lo_Reads,pt87_hi_TPM,pt87_hi_Reads,pt212_hi_TPM,pt212_hi_Reads,Annotation,Distance to TSS,Nearest Ensembl,Gene Name,Gene Description,Gene Type,Annotations_short,CpG%,GC%,TRA,AIRE,Fezf2,Housekeeping,AIRE_dep_TRA,Fezf2_dep_TRA,other_TRA,Class
39749,chr6,21595942,21595956,"pt214_hi,pt87_hi","pt214_hi_6221,pt87_hi_5759",+,2,2,2,0,39749,0.0,0.0,2.896828528318652,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.82089538881822,2.0,0.0,0.0,"exon (NM_003107, exon 1 of 1)",2198,ENSG00000124766,SOX4,SRY-box transcription factor 4,protein-coding,exon,0.123333,0.678869,False,False,False,False,False,False,False,High
39762,chr6,21596912,21596930,"pt221_hi,pt226_hi,pt87_hi","pt221_hi_3870,pt226_hi_4117,pt87_hi_5765",+,3,3,3,0,39762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.920725495708801,11.0,2.34348850621574,6.0,0.0,0.0,2.290316056479413,2.0,0.0,0.0,"3' UTR (NM_003107, exon 1 of 1)",3170,ENSG00000124766,SOX4,SRY-box transcription factor 4,protein-coding,3' UTR,0.053333,0.542429,False,False,False,False,False,False,False,High
39778,chr6,24666919,24666931,"pt214_hi,pt226_hi","pt214_hi_6226,pt226_hi_4119",+,2,2,2,0,39778,0.0,0.0,2.9495403563110303,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.380450063802921,2.0,0.0,0.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_016614),-26,ENSG00000111802,TDP2,tyrosyl-DNA phosphodiesterase 2,protein-coding,promoter-TSS,0.085,0.638935,False,False,False,True,False,False,False,High
39788,chr6,24705284,24705314,"pt214_hi,pt87_hi","pt214_hi_6721,pt214_hi_6722,pt87_hi_6204",-,2,2,2,0,39788,0.0,0.0,10.922369353065955,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.379969625327956,2.0,0.0,0.0,TTS (NM_001160094),13855,ENSG00000112308,C6orf62,chromosome 6 open reading frame 62,protein-coding,TTS,0.003333,0.341098,False,False,False,True,False,False,False,High
39852,chr6,26392423,26392428,"pt214_hi,pt87_hi","pt214_hi_6251,pt87_hi_5801",+,2,2,2,0,39852,0.0,0.0,3.9722110777468496,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.722198506516553,2.0,0.0,0.0,"exon (NM_001197239, exon 6 of 6)",9318,ENSG00000124508,BTN2A2,butyrophilin subfamily 2 member A2,protein-coding,exon,0.011667,0.492512,False,True,False,False,False,False,False,High
39902,chr6,27255610,27255628,"pt212_hi,pt226_hi","pt212_hi_5620,pt226_hi_4155",+,2,2,2,0,39902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.98764717491262,2.0,0.0,0.0,0.0,0.0,8.43504511626463,2.0,"3' UTR (NM_005865, exon 12 of 12)",7918,ENSG00000112812,PRSS16,serine protease 16,protein-coding,3' UTR,0.006667,0.434276,False,False,False,False,False,False,False,High
39917,chr6,27808171,27808173,"pt212_hi,pt87_hi","pt212_hi_5622,pt87_hi_5823",+,2,2,2,0,39917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.146599292745943,2.0,3.5240773366366023,2.0,promoter-TSS (NM_003509),-27,ENSG00000196747,HIST1H2AI,histone cluster 1 H2A family member i,protein-coding,promoter-TSS,0.056667,0.502496,False,False,False,False,False,False,False,High
39936,chr6,28124605,28124623,"pt212_hi,pt226_hi","pt212_hi_5625,pt226_hi_4165",+,2,2,2,0,39936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.821581614967348,5.0,0.0,0.0,0.0,0.0,6.312406083846941,4.0,promoter-TSS (NM_001320557),5,ENSG00000196812,ZSCAN16,zinc finger and SCAN domain containing 16,protein-coding,promoter-TSS,0.046667,0.459235,False,False,False,False,False,False,False,High
40004,chr6,31354482,31354487,"pt226_hi,pt87_hi","pt226_hi_4453,pt87_hi_6236",-,2,2,2,0,40004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7095347649826382,3.0,0.0,0.0,6.84548439045308,2.0,0.0,0.0,TTS (NR_106951),831,ENSG00000277402,MIR6891,microRNA 6891,ncRNA,TTS,0.01,0.552413,False,False,False,False,False,False,False,High
40008,chr6,31355344,31355358,"pt212_hi,pt221_hi","pt212_hi_6020,pt221_hi_4190",-,2,2,2,0,40008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9304366222518263,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1947697400802095,2.0,promoter-TSS (NR_106951),-35,ENSG00000277402,MIR6891,microRNA 6891,ncRNA,promoter-TSS,0.015,0.574043,False,False,False,False,False,False,False,High
40022,chr6,31582481,31582485,"pt212_hi,pt87_hi","pt212_hi_6023,pt87_hi_6242",-,2,2,2,0,40022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.37081898370858,2.0,7.464550610289341,3.0,promoter-TSS (NM_009588).2,-58,ENSG00000227507,LTB,lymphotoxin beta,protein-coding,promoter-TSS,0.008333,0.577371,False,False,False,False,False,False,False,High
40034,chr6,31729087,31729102,"pt212_hi,pt214_hi","pt212_hi_6026,pt214_hi_6754",-,2,2,2,0,40034,0.0,0.0,10.71431468098722,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9944923133785215,2.0,"exon (NM_001303008, exon 2 of 7).2",204,ENSG00000213722,DDAH2,dimethylarginine dimethylaminohydrolase 2,protein-coding,exon,0.04,0.610649,False,False,False,False,False,False,False,High
40045,chr6,31806914,31806928,"pt214_hi,pt226_hi","pt214_hi_6761,pt226_hi_4465",-,2,2,2,0,40045,0.0,0.0,5.546016949616289,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.910172394332992,3.0,0.0,0.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_021177),45,ENSG00000204392,LSM2,"LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated",protein-coding,promoter-TSS,0.061667,0.539101,False,False,False,False,False,False,False,High
40075,chr6,32589749,32589776,"pt212_hi,pt214_hi","pt212_hi_6035,pt214_hi_6768",-,2,2,2,0,40075,0.0,0.0,10.64037551303379,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.94507051625343,2.0,promoter-TSS (NM_002124),73,ENSG00000196126,HLA-DRB1,"major histocompatibility complex, class II, DR beta 1",protein-coding,promoter-TSS,0.005,0.464226,False,True,False,False,False,False,False,High
40078,chr6,32642142,32642155,"pt221_hi,pt87_hi","pt221_hi_3931,pt87_hi_5856",+,2,2,2,0,40078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2061592534025327,10.0,0.0,0.0,0.0,0.0,3.08455440763256,2.0,0.0,0.0,"exon (NM_002122, exon 3 of 5)",4743,ENSG00000196735,HLA-DQA1,"major histocompatibility complex, class II, DQ alpha 1",protein-coding,exon,0.003333,0.469218,False,False,False,False,False,False,False,High
40084,chr6,32659694,32659714,"pt212_hi,pt87_hi","pt212_hi_6037,pt87_hi_6256",-,2,2,2,0,40084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1469373358852755,5.0,7.930872323838475,5.0,promoter-TSS (NR_133907),-176,ENSG00000223534,HLA-DQB1-AS1,HLA-DQB1 antisense RNA 1,ncRNA,promoter-TSS,0.006667,0.47421,False,False,False,False,False,False,False,High
40087,chr6,32763532,32763541,"pt212_hi,pt214_hi","pt212_hi_6039,pt214_hi_6769",-,2,2,2,0,40087,0.0,0.0,3.51710223747604,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5025619815504,4.0,promoter-TSS (NM_001300790).3,-5,ENSG00000232629,HLA-DQB2,"major histocompatibility complex, class II, DQ beta 2",protein-coding,promoter-TSS,0.005,0.415973,False,False,False,False,False,False,False,High
40096,chr6,32854128,32854158,"pt212_hi,pt214_hi,pt226_hi,pt87_hi","pt212_hi_5661,pt214_hi_6315,pt226_hi_4188,pt87_hi_5857",+,4,4,4,0,40096,0.0,0.0,4.56777528346381,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.323782624368621,2.0,0.0,0.0,2.819438378323923,2.0,3.6028691908554,2.0,promoter-TSS (NM_002800).6,-49,ENSG00000240065,PSMB9,proteasome subunit beta 9,protein-coding,promoter-TSS,0.085,0.66223,False,False,False,False,False,False,False,High
40105,chr6,33009576,33009582,"pt212_hi,pt226_hi","pt212_hi_6041,pt226_hi_4478",-,2,2,2,0,40105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.65826248147364,2.0,0.0,0.0,0.0,0.0,4.190329507341572,2.0,promoter-TSS (NM_002119),12,ENSG00000204252,HLA-DOA,"major histocompatibility complex, class II, DO alpha",protein-coding,promoter-TSS,0.018333,0.459235,False,False,False,False,False,False,False,High
40225,chr6,35688941,35688942,"pt212_hi,pt226_hi","pt212_hi_6057,pt226_hi_4496",-,2,2,2,0,40225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.318835088860281,2.0,0.0,0.0,0.0,0.0,6.494398975007011,2.0,promoter-TSS (NM_004117),0,ENSG00000096060,FKBP5,FKBP prolyl isomerase 5,protein-coding,promoter-TSS,0.075,0.655574,False,False,False,False,False,False,False,High
40240,chr6,36363620,36363623,"pt212_hi,pt87_hi","pt212_hi_6059,pt87_hi_6292",-,2,2,2,0,40240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.456599459721314,2.0,3.9422752280960704,2.0,"intron (NM_001207035, intron 7 of 7)",24047,ENSG00000010030,ETV7,ETS variant 7,protein-coding,intron,0.015,0.485857,False,False,False,False,False,False,False,High
40241,chr6,36373542,36373557,"pt214_hi,pt221_hi","pt214_hi_6799,pt221_hi_4231",-,2,2,2,0,40241,0.0,0.0,9.02418155617673,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.715680583271972,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"exon (NM_001207039, exon 3 of 7)",14119,ENSG00000010030,ETV7,ETS variant 7,protein-coding,exon,0.021667,0.580699,False,False,False,False,False,False,False,High
40293,chr6,36978098,36978131,"pt226_hi,pt87_hi","pt226_hi_4500,pt87_hi_6299",-,2,2,2,0,40293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5272441277346007,2.0,0.0,0.0,2.410711470304543,2.0,0.0,0.0,"exon (NM_001271641, exon 4 of 12)",8436,ENSG00000137409,MTCH1,mitochondrial carrier 1,protein-coding,exon,0.018333,0.557404,False,False,False,True,False,False,False,High
40316,chr6,37570566,37570574,"pt212_hi,pt214_hi","pt212_hi_6070,pt214_hi_6809",-,2,2,2,0,40316,0.0,0.0,2.9091722115588294,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3215181224266823,2.0,Intergenic,-15148,ENSG00000263926,MIR4462,microRNA 4462,ncRNA,Intergeni,0.036667,0.567388,False,False,False,False,False,False,False,High
40345,chr6,39958845,39958859,"pt212_hi,pt226_hi","pt212_hi_6075,pt226_hi_4510",-,2,2,2,0,40345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.537314488282602,2.0,0.0,0.0,0.0,0.0,4.78551835772224,2.0,Intergenic,-24390,ENSG00000124615,MOCS1,molybdenum cofactor synthesis 1,protein-coding,Intergeni,0.008333,0.424293,False,False,False,False,False,False,False,High
40365,chr6,41504945,41504983,"pt212_hi,pt214_hi","pt212_hi_6082,pt214_hi_6824",-,2,2,2,0,40365,0.0,0.0,14.55980028854588,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.884768800902536,4.0,"intron (NR_120347, intron 2 of 2)",2520,ENSG00000226917,LINC01276,long intergenic non-protein coding RNA 1276,ncRNA,intron,0.085,0.655574,False,False,False,False,False,False,False,High
40416,chr6,42800720,42800722,"pt214_hi,pt87_hi","pt214_hi_6835,pt87_hi_6316",-,2,2,2,0,40416,0.0,0.0,3.882865417652351,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.089322340474801,2.0,0.0,0.0,"intron (NM_001318819, intron 2 of 13)",17225,,LOC401261,uncharacterized LOC401261,ncRNA,intron,0.008333,0.440932,False,False,False,False,False,False,False,High
40488,chr6,43576032,43576042,"pt221_hi,pt87_hi","pt221_hi_4254,pt87_hi_6328",-,2,2,2,0,40488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9032170718442183,3.0,0.0,0.0,0.0,0.0,2.7967030620643136,3.0,0.0,0.0,promoter-TSS (NM_001291970),1,ENSG00000124571,XPO5,exportin 5,protein-coding,promoter-TSS,0.095,0.618968,False,False,False,False,False,False,False,High
40502,chr6,44074652,44074683,"pt214_hi,pt226_hi","pt214_hi_6851,pt226_hi_4531",-,2,2,2,0,40502,0.0,0.0,3.51702978208082,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.821124885774161,2.0,0.0,0.0,0.0,0.0,0.0,0.0,promoter-TSS (NR_125864),-16,ENSG00000237686,LOC101929705,uncharacterized LOC101929705,ncRNA,promoter-TSS,0.028333,0.590682,False,False,False,False,False,False,False,High
40517,chr6,44219610,44219646,"pt212_hi,pt214_hi","pt212_hi_5745,pt214_hi_6413",+,2,2,2,0,40517,0.0,0.0,8.360397505064501,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.066495826845052,2.0,promoter-TSS (NM_001304466),13,ENSG00000112759,SLC29A1,solute carrier family 29 member 1 (Augustine blood group),protein-coding,promoter-TSS,0.061667,0.673877,False,False,False,False,False,False,False,High
40524,chr6,44249377,44249396,"pt212_hi,pt226_hi","pt212_hi_5749,pt226_hi_4267",+,2,2,2,0,40524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0181079463338727,4.0,0.0,0.0,0.0,0.0,2.797028448255562,2.0,"exon (NM_001271970, exon 3 of 12)",1444,,,,,exon,0.016667,0.489185,False,False,False,False,False,False,False,High
40525,chr6,44249516,44249530,"pt212_hi,pt214_hi,pt226_hi","pt212_hi_5750,pt214_hi_6416,pt226_hi_4268",+,3,3,3,0,40525,0.0,0.0,2.8259970284100695,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.141214691727056,2.0,0.0,0.0,0.0,0.0,4.367928797249912,2.0,"exon (NM_001271970, exon 3 of 12)",1580,,,,,exon,0.016667,0.482529,False,False,False,False,False,False,False,High
40558,chr6,44265576,44265583,"pt212_hi,pt87_hi","pt212_hi_6113,pt87_hi_6338",-,2,2,2,0,40558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.569063134357133,2.0,2.639493881976792,2.0,"exon (NM_004556, exon 1 of 6)",208,ENSG00000146232,NFKBIE,NFKB inhibitor epsilon,protein-coding,exon,0.063333,0.582363,False,False,False,False,False,False,False,High
40567,chr6,45377876,45377891,"pt214_hi,pt87_hi","pt214_hi_6858,pt87_hi_6340",-,2,2,2,0,40567,0.0,0.0,3.8099327475537295,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.22112886126092,2.0,0.0,0.0,promoter-TSS (NR_146633),-20,ENSG00000196284,SUPT3H,"SPT3 homolog, SAGA and STAGA complex component",protein-coding,promoter-TSS,0.086667,0.642263,False,False,False,False,False,False,False,High
40570,chr6,45560409,45560411,"pt214_hi,pt226_hi","pt214_hi_6859,pt226_hi_4537",-,2,2,2,0,40570,0.0,0.0,12.2329765503316,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.725892595845729,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Intergenic,138135,ENSG00000124813,RUNX2,RUNX family transcription factor 2,protein-coding,Intergeni,0.005,0.434276,False,False,False,False,False,False,False,High
40573,chr6,46130055,46130075,"pt214_hi,pt87_hi","pt214_hi_6431,pt87_hi_5963",+,2,2,2,0,40573,0.0,0.0,2.4730190392492,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6357768831631296,2.0,0.0,0.0,promoter-TSS (NM_001370649),76,ENSG00000001561,ENPP4,ectonucleotide pyrophosphatase/phosphodiesterase 4,protein-coding,promoter-TSS,0.068333,0.595674,False,False,False,False,False,False,False,High
40578,chr6,46170944,46170951,"pt214_hi,pt87_hi","pt214_hi_6860,pt87_hi_6344",-,2,2,2,0,40578,0.0,0.0,2.9029186733602015,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08371273117912,2.0,0.0,0.0,promoter-TSS (NM_001290072),32,ENSG00000112796,ENPP5,ectonucleotide pyrophosphatase/phosphodiesterase family member 5,protein-coding,promoter-TSS,0.058333,0.622296,False,False,False,False,False,False,False,High
40610,chr6,52284687,52284697,"pt212_hi,pt214_hi","pt212_hi_6124,pt214_hi_6863",-,2,2,2,0,40610,0.0,0.0,2.2710346664040695,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.285520936615035,3.0,promoter-TSS (NM_001366371),50,ENSG00000112118,MCM3,minichromosome maintenance complex component 3,protein-coding,promoter-TSS,0.058333,0.559068,False,False,False,False,False,False,False,High
40741,chr6,73225476,73225496,"pt212_hi,pt214_hi,pt221_hi","pt212_hi_6145,pt214_hi_6892,pt221_hi_4278",-,3,3,3,0,40741,0.0,0.0,35.4055236991469,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74373262208896,6.0,0.0,0.0,0.0,0.0,0.0,0.0,8.287448668924803,3.0,promoter-TSS (NM_001126063),10,ENSG00000256980,KHDC1L,KH domain containing 1 like,protein-coding,promoter-TSS,0.015,0.460899,True,True,False,False,True,False,False,High
40745,chr6,73362658,73362663,"pt214_hi,pt221_hi","pt214_hi_6457,pt221_hi_4022",+,2,2,2,0,40745,0.0,0.0,12.4561331952613,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.475895847611816,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,promoter-TSS (NM_001017361),3,ENSG00000203908,KHDC3L,"KH domain containing 3 like, subcortical maternal complex member",protein-coding,promoter-TSS,0.048333,0.575707,False,True,False,False,False,False,False,High
40765,chr6,73520122,73520131,"pt212_hi,pt214_hi","pt212_hi_6153,pt214_hi_6904",-,2,2,2,0,40765,0.0,0.0,2.846579079801819,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.289034466091298,2.0,"intron (NM_001402, intron 1 of 7)",905,ENSG00000156508,EEF1A1,eukaryotic translation elongation factor 1 alpha 1,protein-coding,intron,0.083333,0.607321,False,False,False,False,False,False,False,High
40791,chr6,75601927,75601932,"pt212_hi,pt87_hi","pt212_hi_5785,pt87_hi_5986",+,2,2,2,0,40791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.676636897366699,3.0,2.4017231113546966,2.0,promoter-TSS (NM_015571),50,ENSG00000112701,SENP6,SUMO specific peptidase 6,protein-coding,promoter-TSS,0.09,0.630616,False,False,False,True,False,False,False,High
40806,chr6,78983097,78983102,"pt214_hi,pt226_hi","pt214_hi_6916,pt226_hi_4566",-,2,2,2,0,40806,0.0,0.0,12.67973272000584,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.020832161986539,5.0,0.0,0.0,0.0,0.0,0.0,0.0,"exon (NM_017934, exon 23 of 40)",95154,ENSG00000146247,PHIP,pleckstrin homology domain interacting protein,protein-coding,exon,0.003333,0.344426,False,False,False,False,False,False,False,High
40808,chr6,78990919,78990950,"pt214_hi,pt226_hi","pt214_hi_6917,pt226_hi_4567",-,2,2,2,0,40808,0.0,0.0,7.49547504855808,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.615225391033883,4.0,0.0,0.0,0.0,0.0,0.0,0.0,"exon (NM_017934, exon 20 of 40)",87319,ENSG00000146247,PHIP,pleckstrin homology domain interacting protein,protein-coding,exon,0.005,0.352745,False,False,False,False,False,False,False,High
40842,chr6,82882202,82882203,"pt212_hi,pt87_hi","pt212_hi_6175,pt87_hi_6392",-,2,2,2,0,40842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.165360188619292,2.0,4.58538582034233,2.0,Intergenic,183638,ENSG00000118420,UBE3D,ubiquitin protein ligase E3D,protein-coding,Intergeni,0.003333,0.389351,False,False,False,False,False,False,False,High
40882,chr6,87675308,87675335,"pt214_hi,pt87_hi","pt214_hi_6937,pt87_hi_6402",-,2,2,2,0,40882,0.0,0.0,2.2710346664040695,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.410711470304543,2.0,0.0,0.0,"3' UTR (NM_018064, exon 5 of 5)",26911,ENSG00000135334,AKIRIN2,akirin 2,protein-coding,3' UTR,0.005,0.372712,False,False,False,True,False,False,False,High
40941,chr6,90072998,90073004,"pt212_hi,pt214_hi,pt221_hi,pt226_hi","pt212_hi_5805,pt214_hi_6482,pt221_hi_4037,pt226_hi_4307",+,4,4,4,0,40941,0.0,0.0,19.900528258456248,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2522610473823086,3.0,3.4977042300530043,3.0,0.0,0.0,0.0,0.0,36.65538028081312,5.0,"intron (NM_021813, intron 5 of 8)",178532,ENSG00000135355,GJA10,gap junction protein alpha 10,protein-coding,intron,0.013333,0.425957,False,True,False,False,False,False,False,High
40988,chr6,100881324,100881335,"pt212_hi,pt214_hi","pt212_hi_6209,pt214_hi_6969",-,2,2,2,0,40988,0.0,0.0,3.659207639603343,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.86616219357418,3.0,promoter-TSS (NM_001284271),-1,ENSG00000112249,ASCC3,activating signal cointegrator 1 complex subunit 3,protein-coding,promoter-TSS,0.083333,0.605657,False,False,False,True,False,False,False,High
41029,chr6,108261193,108261200,"pt212_hi,pt221_hi","pt212_hi_6222,pt221_hi_4314",-,2,2,2,0,41029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.471981527224226,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.931726404002953,4.0,promoter-TSS (NM_001300928),-157,ENSG00000112335,SNX3,sorting nexin 3,protein-coding,promoter-TSS,0.078333,0.589018,False,False,False,True,False,False,False,High
41050,chr6,109382405,109382411,"pt212_hi,pt214_hi,pt221_hi","pt212_hi_6224,pt214_hi_6977,pt221_hi_4317",-,3,3,3,0,41050,0.0,0.0,3.9174036322739,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.350634981867461,2.0,0.0,0.0,0.0,0.0,0.0,0.0,21.190305446308408,4.0,promoter-TSS (NM_001346500),59,ENSG00000135535,CD164,CD164 molecule,protein-coding,promoter-TSS,0.088333,0.638935,False,False,False,True,False,False,False,High
41136,chr6,114998158,114998168,"pt212_hi,pt214_hi,pt226_hi","pt212_hi_5830,pt214_hi_6516,pt226_hi_4325",+,3,3,3,0,41136,0.0,0.0,10.44664627454496,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3980869306416217,4.0,0.0,0.0,0.0,0.0,29.14233599217731,3.0,Intergenic,645672,,LINC02534,long intergenic non-protein coding RNA 2534,ncRNA,Intergeni,0.008333,0.392679,False,False,False,False,False,False,False,High
41137,chr6,116098451,116098469,"pt214_hi,pt221_hi,pt87_hi","pt214_hi_6990,pt221_hi_4324,pt87_hi_6448",-,3,3,3,0,41137,0.0,0.0,10.43383838978396,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.908033083146428,11.0,0.0,0.0,0.0,0.0,11.19874559935674,2.0,0.0,0.0,Intergenic,-2393,ENSG00000178425,NT5DC1,5'-nucleotidase domain containing 1,protein-coding,Intergeni,0.005,0.407654,False,False,False,True,False,False,False,High
41178,chr6,121447159,121447175,"pt212_hi,pt87_hi","pt212_hi_5846,pt87_hi_6038",+,2,2,2,0,41178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.410711470304543,2.0,2.953092959222032,2.0,"exon (NM_000165, exon 2 of 2)",11521,ENSG00000152661,GJA1,gap junction protein alpha 1,protein-coding,exon,0.015,0.44426,False,False,False,False,False,False,False,High
41180,chr6,121449316,121449334,"pt214_hi,pt87_hi","pt214_hi_6527,pt87_hi_6039",+,2,2,2,0,41180,0.0,0.0,2.88559115788074,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6481453824539583,3.0,0.0,0.0,"3' UTR (NM_000165, exon 2 of 2)",13679,ENSG00000152661,GJA1,gap junction protein alpha 1,protein-coding,3' UTR,0.001667,0.321131,False,False,False,False,False,False,False,High
41195,chr6,122780240,122780246,"pt212_hi,pt87_hi","pt212_hi_5850,pt87_hi_6042",+,2,2,2,0,41195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1608883192534503,2.0,2.787410285385072,2.0,"intron (NM_001446, intron 1 of 3)",527,ENSG00000164434,FABP7,fatty acid binding protein 7,protein-coding,intron,0.013333,0.427621,True,False,True,False,False,True,False,High
41197,chr6,122788975,122788977,"pt212_hi,pt226_hi","pt212_hi_5852,pt226_hi_4337",+,2,2,2,0,41197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4344803645520767,2.0,0.0,0.0,0.0,0.0,40.189992891981824,2.0,promoter-TSS (NM_006714),-73,ENSG00000172594,SMPDL3A,sphingomyelin phosphodiesterase acid like 3A,protein-coding,promoter-TSS,0.011667,0.425957,False,False,False,False,False,False,False,High
